City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
242,Wonthaggi,AU,2020-11-09 11:17:00,-38.6,145.59,68.0,71,65,10.56
243,Aktau,KZ,2020-11-09 11:17:01,43.65,51.2,59.0,67,40,13.42
244,Thomaston,US,2020-11-09 11:17:01,32.89,-84.33,66.2,88,90,10.29
245,Kayerkan,RU,2020-11-09 11:17:01,69.35,87.76,23.0,100,40,13.42
246,Los Llanos De Aridane,ES,2020-11-09 11:17:01,28.66,-17.92,73.4,69,75,10.29
247,Tiruchchendur,IN,2020-11-09 11:17:02,8.48,78.12,87.8,62,75,6.93
248,Marsabit,KE,2020-11-09 11:17:02,2.33,37.99,72.7,70,88,10.96
249,Ulladulla,AU,2020-11-09 11:17:02,-35.35,150.47,57.2,82,0,5.82
250,Mehamn,NO,2020-11-09 11:17:03,71.04,27.85,35.6,64,75,18.34
251,Alekseyevka,RU,2020-11-09 11:17:03,50.63,38.69,51.6,66,51,5.59
252,Primorka,RU,2020-11-09 11:17:03,47.28,39.06,51.76,64,100,4.7
253,Tasiilaq,GL,2020-11-09 11:17:04,65.61,-37.64,33.89,94,100,41.65
254,Zhezkazgan,KZ,2020-11-09 11:17:04,47.8,67.71,42.6,63,100,27.54
255,Gobabis,NA,2020-11-09 11:17:04,-22.45,18.97,89.42,16,3,4.18
256,Jardim,BR,2020-11-09 11:17:04,-21.48,-56.14,81.81,47,0,6.6
257,Acajutla,SV,2020-11-09 11:17:05,13.59,-89.83,66.99,100,36,4.16
258,Sinnamary,GF,2020-11-09 11:17:05,5.38,-52.95,80.01,77,17,9.6
259,Manokwari,ID,2020-11-09 11:17:05,-0.87,134.08,81.72,74,100,3.0
260,Muros,ES,2020-11-09 11:17:06,42.78,-9.06,60.01,86,36,1.99
261,Lagoa,PT,2020-11-09 11:17:06,39.05,-27.98,62.62,73,50,16.93
262,Bhusawal,IN,2020-11-09 11:17:06,21.05,75.77,85.33,23,0,5.64
263,Naifaru,MV,2020-11-09 11:17:07,5.44,73.37,84.27,71,91,8.1
264,Tecoanapa,MX,2020-11-09 11:17:07,16.52,-98.75,76.66,84,24,3.15
265,Ishigaki,JP,2020-11-09 11:17:07,24.34,124.16,69.8,77,75,13.87
266,Longyearbyen,SJ,2020-11-09 11:17:07,78.22,15.64,21.2,67,20,5.82
267,Gat,IL,2020-11-09 11:17:08,31.61,34.76,79.0,56,0,2.08
268,Nyurba,RU,2020-11-09 11:17:08,63.28,118.33,7.5,90,88,6.82
269,Plettenberg Bay,ZA,2020-11-09 11:17:08,-34.05,23.37,61.38,50,77,12.44
270,Husavik,IS,2020-11-09 11:17:08,66.04,-17.34,30.2,86,75,1.12
271,Xinzhou,CN,2020-11-09 11:17:09,38.41,112.73,47.34,47,0,0.92
272,Russell,US,2020-11-09 11:17:09,32.35,-85.2,69.8,88,90,5.82
273,Haimen,CN,2020-11-09 11:17:09,23.19,116.61,71.6,56,0,11.18
274,Bardiyah,LY,2020-11-09 11:17:09,31.76,25.09,68.99,70,2,17.27
275,Provideniya,RU,2020-11-09 11:17:09,64.38,-173.3,31.71,97,100,9.04
276,Atasu,KZ,2020-11-09 11:17:10,48.68,71.64,34.59,90,100,28.41
277,Vila Franca Do Campo,PT,2020-11-09 11:17:10,37.72,-25.43,64.4,59,20,11.41
278,Port Hueneme,US,2020-11-09 11:17:10,34.15,-119.2,43.0,80,1,3.36
279,Port Hardy,CA,2020-11-09 11:17:10,50.7,-127.42,42.8,100,75,4.16
280,Anloga,GH,2020-11-09 11:17:11,5.79,0.9,87.8,62,40,9.17
281,Alghero,IT,2020-11-09 11:17:11,40.56,8.32,68.0,77,0,4.7
282,Marsaxlokk,MT,2020-11-09 11:17:12,35.84,14.54,70.0,64,20,9.17
283,Mongo,TD,2020-11-09 11:17:12,12.18,18.69,94.15,18,7,3.04
284,Huanren,CN,2020-11-09 11:17:12,41.26,125.37,27.79,83,0,3.27
285,Eureka,US,2020-11-09 11:15:31,40.8,-124.16,32.0,69,1,4.47
286,San Jose,US,2020-11-09 11:14:00,37.34,-121.89,42.01,86,1,4.7
287,Khorinsk,RU,2020-11-09 11:17:13,52.17,109.77,27.86,93,0,0.29
288,Alofi,NU,2020-11-09 11:17:13,-19.06,-169.92,73.4,94,75,8.05
289,Kolaras,IN,2020-11-09 11:17:13,25.23,77.6,81.16,22,0,5.84
290,Olindina,BR,2020-11-09 11:17:13,-11.37,-38.33,78.33,67,26,9.44
291,Uyovu,TZ,2020-11-09 11:17:14,-3.28,31.53,76.35,74,88,7.29
292,Tazovskiy,RU,2020-11-09 11:17:14,67.47,78.7,6.37,95,99,11.97
293,Gap,FR,2020-11-09 11:17:14,44.67,6.0,57.99,69,25,3.98
294,Turka,UA,2020-11-09 11:17:14,49.15,23.03,53.01,76,31,4.0
295,Beidao,CN,2020-11-09 11:17:15,34.57,105.89,42.01,54,0,4.0
296,Ketchikan,US,2020-11-09 11:17:15,55.34,-131.65,41.0,93,90,27.51
297,Novouzensk,RU,2020-11-09 11:17:15,50.46,48.14,46.51,51,0,11.32
298,Segezha,RU,2020-11-09 11:17:15,63.74,34.32,36.28,87,100,18.5
299,Moncagua,SV,2020-11-09 11:17:15,13.53,-88.25,70.18,95,46,2.15
300,Port-Cartier,CA,2020-11-09 11:17:16,50.03,-66.87,30.2,92,100,1.12
